Frame,AverageDepth,MinDepth,MaxDepth,IsOutlier
49,428.77545166015625,101.9229965209961,933.3657836914062,False
50,426.1011047363281,102.06124877929688,937.27587890625,False
51,438.0867614746094,104.44329833984375,940.0018310546875,False
52,483.18499755859375,98.22357177734375,1275.8218994140625,False
53,948.0591430664062,62.90561294555664,2008.9219970703125,True
54,485.6543884277344,253.80113220214844,849.4495849609375,False
55,1148.80322265625,0.7876964807510376,1763.684814453125,True
56,501.3021240234375,99.80487823486328,1215.1387939453125,False
57,484.08551025390625,104.7048110961914,1148.1314697265625,False
58,469.44451904296875,103.30365753173828,1077.0755615234375,False
59,463.8173522949219,105.616455078125,1017.6659545898438,False
60,472.2885437011719,130.64414978027344,1014.607666015625,False
61,453.07891845703125,120.75177001953125,939.5040893554688,False
62,442.4379577636719,95.20744323730469,947.96875,False
63,436.60589599609375,93.97968292236328,943.8798217773438,False
64,434.6691589355469,94.62915802001953,926.833984375,False
65,411.885009765625,70.52217864990234,1023.8438110351562,False
66,450.0818786621094,72.45846557617188,1006.1344604492188,False
67,544.5678100585938,47.75474548339844,1019.2988891601562,False
68,555.853271484375,53.125831604003906,1056.31982421875,False
69,649.484619140625,-44.2041015625,1035.8411865234375,False
70,608.414306640625,83.25787353515625,1013.451904296875,False
71,512.536865234375,187.82937622070312,854.3806762695312,False
72,516.025146484375,246.73538208007812,857.1627197265625,False
73,500.5658264160156,104.84756469726562,987.0631713867188,False
74,417.0901794433594,226.5841522216797,824.3717041015625,False
75,423.7499084472656,226.2931671142578,835.1134643554688,False
76,432.0728454589844,224.1471710205078,831.506591796875,False
77,429.04296875,232.2294464111328,822.7174682617188,False
78,423.8658752441406,238.0913543701172,809.6754150390625,False
79,434.89788818359375,247.84390258789062,832.5906372070312,False
80,419.8059997558594,221.49241638183594,801.3677978515625,False
81,426.7372741699219,223.61782836914062,816.730224609375,False
82,416.6216125488281,223.1886444091797,793.8927612304688,False
83,414.8717041015625,214.509521484375,785.74072265625,False
84,422.81884765625,223.40037536621094,804.63037109375,False
85,422.9263916015625,229.53587341308594,782.4692993164062,False
86,421.1270751953125,225.6267852783203,776.6854248046875,False
87,421.0727233886719,223.71917724609375,780.3255004882812,False
88,424.6449890136719,233.0911407470703,769.2140502929688,False
89,413.41754150390625,219.8180389404297,767.7957763671875,False
90,418.9375915527344,220.86212158203125,774.434814453125,False
91,414.4454040527344,222.6038818359375,759.0762939453125,False
92,419.39105224609375,226.53712463378906,762.3899536132812,False
93,421.8612365722656,237.70997619628906,769.8679809570312,False
94,507.1487121582031,260.23486328125,919.9390869140625,False
95,542.9783935546875,245.03851318359375,926.1950073242188,False
96,547.91015625,206.53797912597656,950.4258422851562,False
97,587.3952026367188,143.91973876953125,902.098876953125,False
98,706.634521484375,131.25267028808594,960.8802490234375,True
99,741.1341552734375,377.8211669921875,934.435546875,True
100,714.3470458984375,14.713903427124023,897.8701782226562,False
101,755.4601440429688,-3.225189208984375,924.9321899414062,False
102,601.8482055664062,48.25383377075195,1075.5162353515625,False
103,491.4828796386719,93.97359466552734,1050.1568603515625,False
104,459.9961853027344,135.73318481445312,1010.7540893554688,False
105,464.04437255859375,129.101318359375,1047.2132568359375,False
106,443.96380615234375,105.89292907714844,978.734130859375,False
107,457.28057861328125,84.17120361328125,995.2199096679688,False
108,471.4938659667969,89.46536254882812,995.0596923828125,False
109,476.8262023925781,90.43128967285156,997.3440551757812,False
110,462.7587585449219,85.2132568359375,992.79150390625,False
111,468.1510009765625,87.46419525146484,1003.439697265625,False
112,448.2255859375,92.4568099975586,957.8651733398438,False
113,453.67010498046875,80.47000885009766,963.2637329101562,False
114,464.8964538574219,85.41519927978516,974.7080078125,False
115,453.2909851074219,81.332763671875,970.6897583007812,False
116,448.6702575683594,80.35169219970703,1006.7926025390625,False
117,432.6955871582031,79.13272094726562,951.1106567382812,False
118,447.05999755859375,75.21669006347656,946.2061767578125,False
119,460.71337890625,83.04761505126953,999.7354736328125,False
120,452.5220947265625,74.3823013305664,970.3360595703125,False
121,491.3265686035156,84.74700927734375,960.2147216796875,False
122,536.6099243164062,81.35123443603516,1083.655029296875,False
123,540.0296630859375,33.46261215209961,969.6170043945312,False
124,534.9611206054688,10.414202690124512,955.8023071289062,False
125,524.605712890625,27.39678192138672,1011.1983642578125,False
126,529.4879760742188,18.38607406616211,1041.97509765625,False
127,526.2496337890625,6.749703407287598,1062.63671875,False
128,535.36376953125,-3.771332025527954,1034.343017578125,False
129,525.9910888671875,23.53232765197754,1007.4439086914062,False
130,560.15673828125,19.513622283935547,1047.8377685546875,False
131,672.4271240234375,-28.000160217285156,1066.5989990234375,True
132,736.1375732421875,-8.970518112182617,1157.8428955078125,True
133,737.3305053710938,-13.754188537597656,1095.4774169921875,False
134,792.6610717773438,89.79385375976562,1115.3433837890625,False
135,878.9036254882812,-18.796072006225586,1423.6700439453125,True
136,442.1809387207031,39.520198822021484,942.5379028320312,False
137,431.221435546875,28.363574981689453,920.1077270507812,False
138,441.3020324707031,42.680789947509766,943.5858154296875,False
139,446.55792236328125,56.67894744873047,948.5062866210938,False
140,433.5805358886719,35.44631576538086,930.745361328125,False
141,429.9785461425781,46.05436325073242,916.19189453125,False
142,444.2125549316406,55.31150817871094,969.9944458007812,False
143,436.4570617675781,45.50505065917969,940.10302734375,False
144,428.37738037109375,44.86353302001953,914.5463256835938,False
145,430.103759765625,44.06887435913086,935.0723266601562,False
146,430.9490966796875,41.242305755615234,926.3904418945312,False
147,433.07574462890625,50.71863555908203,940.0853271484375,False
148,437.3780212402344,44.158851623535156,956.9141235351562,False
149,437.8251647949219,45.54420852661133,945.7044067382812,False
150,440.3968200683594,47.63969039916992,930.044189453125,False
151,427.6979064941406,33.35227966308594,934.70849609375,False
152,442.0467224121094,42.63700485229492,950.4021606445312,False
153,445.12066650390625,47.42073440551758,946.9878540039062,False
154,435.80279541015625,34.21122741699219,952.4404296875,False
155,430.132568359375,38.183624267578125,919.5482788085938,False
156,436.4204406738281,32.81083679199219,936.65625,False
157,440.21136474609375,51.342872619628906,935.9979248046875,False
158,431.8131408691406,42.089691162109375,924.8612060546875,False
159,436.2232666015625,48.04212951660156,938.3404541015625,False
160,430.54241943359375,46.88760757446289,914.7695922851562,False
161,440.3477478027344,39.65195083618164,944.3734130859375,False
